query,response,count
请关油烟机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",5
开开油烟机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""on"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",13
关机骨里面的垃圾桶,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""integrated_stove"",""property"":null,""property_unit"":null,""property_value"":[],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
完毕抽油烟机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""on"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":[],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",3
打开油烟机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""on"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",33
他们是油烟机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""on"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":[],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
关闭蒸烤箱,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""stop"",""mod"":""steam_oven"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",4
暂停蒸烤箱,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""pause"",""mod"":""steam_oven"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",2
风速调大一点,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""up"",""mod"":""hood"",""property"":""gear"",""property_unit"":null,""property_value"":[],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
关一下烟机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
现在关闭烟机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
在呢关烟机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",2
帮忙把烟机打开,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""on"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",2
打开烟机开,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""on"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
经典蒸模式,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""steam_oven"",""property"":""mode"",""property_unit"":null,""property_value"":[""01""],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",6
快速蒸模式,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""steam_oven"",""property"":""mode"",""property_unit"":null,""property_value"":[""02""],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",4
嗯啊油烟机关掉,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
关闭烟机关闭烟机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",4
来了就把抽风关了,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
完毕一抽油烟机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""8463867f-d45e-4ec6-81c1-b3100c8aaee2"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 10:15:06.000"",""service_id"":""S52852""}}",1
蛋挞,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""1912c9bc-8d7a-4cde-b6c8-a03351c996e2"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 07:41:16.000"",""service_id"":""S52852""}}",2
巧克力一族,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""47212468-9430-4b1b-9062-b1ad951e4d32"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 07:42:05.000"",""service_id"":""S52852""}}",1
你干嘛,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""fbf682ef-74e3-4229-9b96-b4d87acfd3f3"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 07:29:31.000"",""service_id"":""S52852""}}",2
hello,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""3451433e-7f94-4dcf-8250-c70a8c7d6ef4"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 07:42:26.000"",""service_id"":""S52852""}}",9
你才是关闭,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""334a05c8-6921-433a-89e7-5027edea587a"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 07:41:03.000"",""service_id"":""S52852""}}",1
混蛋,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""9b3a1f8b-3fa4-4709-b7bd-d7d71b9635e1"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 07:21:58.000"",""service_id"":""S52852""}}",3
天气预报,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""6b0dbdb3-5edf-49b8-85a0-103b96b2e21a"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 06:05:56.000"",""service_id"":""S52852""}}",3
王飞燕机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""bc49f5fc-fd3f-4d3b-9ae1-27cfda6f8af3"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 07:16:12.000"",""service_id"":""S52852""}}",1
傻根,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""c222149d-660e-4953-b76b-09ba64769e2b"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 07:22:51.000"",""service_id"":""S52852""}}",9
