query	domain	intent	slots
来我这清扫	narwal_clean_function	come_here_clean	[]
打扫过道	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
小锤四十打扫八十	narwal_clean_function	start_clean	[]
拖同时	narwal_clean_function	start_mop	[]
把阳台拖一下	narwal_clean_function	start_mop	"[[""location"", 1, 3]]"
结束工作返回基站	narwal_other_function	start_back_station	[]
停止烘干	narwal_other_function	stop_drying	[]
打扫房间五	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
回基站吧	narwal_other_function	start_back_station	[]
拖扫拖	narwal_clean_function	start_sweep_and_mop	[]
停止扫地	narwal_clean_function	stop_sweep	[]
出来打扫卫生	narwal_clean_function	start_clean	[]
执行收拾尘盒	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
在客厅清扫一下好吗	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
开始烘干拖布	narwal_other_function	start_drying	[]
来来我这里	narwal_clean_function	come_here	[]
把我这拖一下	narwal_clean_function	come_here_mop	[]
你现在状态怎么样	narwal_other_function	info_error_status	[]
你在哪	narwal_other_function	info_location_status	[]
回基站充电吧	narwal_other_function	start_back_station	[]
扫扫地客厅	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
扫一下客厅	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
诶打扫我附近区域	narwal_clean_function	come_here_clean	[]
来这	narwal_clean_function	come_here	[]
出出故障啦	narwal_other_function	start_exit_duck	[]
把茶几附近拖一下	narwal_clean_function	start_mop	[]
把茶几附近打扫一下	narwal_clean_function	start_clean	[]
扫描地图	narwal_other_function	start_generate_map	[]
你怎么了	narwal_other_function	info_error_status	[]
退出	narwal_other_function	start_exit_duck	[]
拖地	narwal_clean_function	start_mop	[]
拖我刚刚站的地方	narwal_clean_function	come_here_mop	[]
请打扫卫生	narwal_clean_function	start_clean	[]
你现在有什么任务	narwal_other_function	info_action_status	[]
只清扫客厅	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
开始清扫开始清洁任务	narwal_clean_function	start_clean	[]
扫入户花园	narwal_clean_function	start_sweep	[]
结束任务并返回基站	narwal_other_function	start_back_station	[]
开始烘干	narwal_other_function	start_drying	[]
返回基站暂停工作	narwal_other_function	start_back_station	[]
客厅扫拖	narwal_clean_function	start_sweep_and_mop	"[[""location"", 0, 2]]"
烘干任务	narwal_other_function	start_drying	[]
取消清洁任务	narwal_clean_function	stop_clean	[]
去入户花园扫地	narwal_clean_function	start_sweep	"[[""location"", 1, 5]]"
停止工作返回基站	narwal_other_function	start_back_station	[]
从基站出来	narwal_other_function	start_exit_duck	[]
结束返回基站	narwal_other_function	stop_back_station	[]
帮我打扫一下客厅	narwal_clean_function	start_clean	"[[""location"", 6, 8]]"
出来打扫一下我的阳台	narwal_clean_function	start_clean	"[[""location"", 6, 10]]"
请把吸力调高一档谢谢	narwal_parameter_control	up_suction	[]
打扫卫生间二	narwal_clean_function	start_clean	"[[""location"", 2, 6]]"
回机舱	narwal_other_function	start_back_station	[]
结束工作回家充电吧	narwal_other_function	start_back_station	[]
暂停工作返回基站	narwal_other_function	start_back_station	[]
拖一下卫生间的地	narwal_clean_function	start_mop	"[[""location"", 3, 6]]"
驶出基站	narwal_other_function	start_exit_duck	[]
过来拖地	narwal_clean_function	start_mop	[]
拖一下客厅	narwal_clean_function	start_mop	"[[""location"", 3, 5]]"
回基站充电	narwal_other_function	start_back_station	[]
开始集尘嗯好	narwal_other_function	start_collect_dust	[]
过来打扫	narwal_clean_function	start_clean	[]
回回去基站结束任务	narwal_other_function	start_back_station	[]
打扫下客厅	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
清洁餐厅	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
请清理这一块	narwal_clean_function	come_here_clean	[]
清扫客厅	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
打扫一下卫浴间和浴	narwal_clean_function	start_clean	[]
打扫一下房间	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
清洁一下小次卧	narwal_clean_function	start_clean	"[[""location"", 4, 7]]"
拖地出来	narwal_clean_function	start_mop	[]
继续清洗好吗	narwal_clean_function	continue_clean	[]
清洁一下全屋	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
去主卧次卧打扫	narwal_clean_function	start_clean	"[[""location"", 1, 5]]"
去打扫浴室	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
开始打扫卫	narwal_clean_function	start_clean	[]
去客厅餐厅拖地先	narwal_clean_function	start_mop	"[[""location"", 1, 5]]"
开始执行清扫任务	narwal_clean_function	start_clean	[]
整屋清洁	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
扫拖全屋	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 4]]"
嗯打扫客厅	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
继续扫地工作	narwal_clean_function	continue_sweep	[]
前进	narwal_clean_function	move	[]
先打扫厨房	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
到这里来打扫	narwal_clean_function	come_here_clean	[]
自动打扫	narwal_clean_function	start_clean	[]
去我的房间扫一圈	narwal_clean_function	start_sweep	"[[""location"", 1, 5]]"
去扫我的房间	narwal_clean_function	start_sweep	"[[""location"", 2, 6]]"
把所有房间打扫一遍	narwal_clean_function	start_clean	"[[""frequency"", 7, 8], [""location"", 1, 5]]"
请扫地	narwal_clean_function	start_sweep	[]
全屋打扫	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
开始全屋清扫	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
去清扫客厅	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
机器人现在怎么样了	narwal_other_function	info_error_status	[]
机器人现在怎么了	narwal_other_function	info_error_status	[]
机器人现在怎么啦	narwal_other_function	info_error_status	[]
去扫我的客厅	narwal_clean_function	start_sweep	"[[""location"", 2, 6]]"
走	narwal_clean_function	move	[]
全屋扫拖	narwal_clean_function	start_sweep_and_mop	"[[""location"", 0, 2]]"
打扫屋里	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
清洁一号房间	narwal_clean_function	start_clean	"[[""location"", 2, 6]]"
拖扫同时	narwal_clean_function	start_sweep_and_mop	[]
拖地扫地	narwal_clean_function	start_sweep_and_mop	[]
清洁地面	narwal_clean_function	start_clean	[]
现在开始清扫	narwal_clean_function	start_clean	[]
对一号房间进行拖地	narwal_clean_function	start_mop	"[[""location"", 1, 5]]"
开启强劲模式吸地	narwal_clean_function	start_sweep	"[[""gear"", 2, 4]]"
打扫主卧和	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
出来打扫	narwal_clean_function	start_clean	[]
到房间里面去	narwal_clean_function	move	"[[""location"", 1, 3]]"
打扫全家	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
拖地啊	narwal_clean_function	start_mop	[]
打扫次卧二	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
全屋扫拖同时	narwal_clean_function	start_sweep_and_mop	"[[""location"", 0, 2]]"
嗯回基站	narwal_other_function	start_back_station	[]
打扫房子	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
回归基站	narwal_other_function	start_back_station	[]
清洁客厅和走廊	narwal_clean_function	start_clean	[]
结束任务召回基站	narwal_other_function	start_back_station	[]
打扫餐厅	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
开始洗拖同时	narwal_clean_function	start_mop	[]
hello Navo回基站	narwal_other_function	start_back_station	[]
帮我附近清理一下	narwal_clean_function	come_here_clean	[]
你有多少电	narwal_other_function	info_elec_status	[]
把这个卫生间再打扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 6]]"
扫地机器人出基站	narwal_other_function	start_exit_duck	[]
嗯开始扫地	narwal_clean_function	start_sweep	[]
回去了	narwal_other_function	start_back_station	[]
打扫书房	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
过来我这边扫地	narwal_clean_function	come_here_sweep	[]
打扫卫生打扫客厅	narwal_clean_function	start_clean	"[[""location"", 6, 8]]"
清洁这里	narwal_clean_function	come_here_clean	[]
扫一下娱乐室	narwal_clean_function	start_sweep	"[[""location"", 3, 6]]"
要去啦回去	narwal_other_function	start_back_station	[]
请扫	narwal_clean_function	start_sweep	[]
先扫后拖打扫全屋	narwal_clean_function	start_clean	"[[""location"", 6, 8]]"
Navo回舱充电	narwal_other_function	start_back_station	[]
倒回基站	narwal_other_function	start_back_station	[]
把餐厅扫一遍	narwal_clean_function	start_sweep	"[[""frequency"", 4, 5], [""location"", 1, 3]]"
重新地图建模	narwal_other_function	start_generate_map	[]
去擦主卧室	narwal_clean_function	start_mop	"[[""location"", 2, 5]]"
你在哪儿	narwal_other_function	info_location_status	[]
扫地拖地	narwal_clean_function	start_sweep_and_mop	[]
到我附近清理一下	narwal_clean_function	come_here_clean	[]
是结束当前任务返回基站	narwal_other_function	start_back_station	[]
主卧扫地	narwal_clean_function	start_sweep	"[[""location"", 0, 2]]"
退出退出机舱	narwal_other_function	start_exit_duck	[]
把阳台打扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
去擦厨房	narwal_clean_function	start_mop	"[[""location"", 2, 4]]"
对重新建立地图	narwal_other_function	start_generate_map	[]
新建地图	narwal_other_function	start_generate_map	[]
哎呀不行回到基站	narwal_other_function	stop_back_station	[]
开始扫拖同时建图	narwal_other_function	start_generate_map	[]
去厨房	narwal_clean_function	move	"[[""location"", 1, 3]]"
扫一下餐厅	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
去把客卧打扫一下	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
重新建立地图	narwal_other_function	start_generate_map	[]
把我所在区域清理一下	narwal_clean_function	come_here_clean	[]
去扫地	narwal_clean_function	start_sweep	[]
把次卧打扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
扫拖地板	narwal_clean_function	start_sweep_and_mop	[]
重新构建地图	narwal_other_function	start_generate_map	[]
次卧和卫生间二扫地	narwal_clean_function	start_sweep	[]
出来干活	narwal_other_function	start_exit_duck	[]
把客厅扫拖同时	narwal_clean_function	start_sweep_and_mop	"[[""location"", 1, 3]]"
开始重建地图	narwal_other_function	start_generate_map	[]
卫生间一扫地	narwal_clean_function	start_sweep	"[[""location"", 0, 4]]"
拖一下走廊	narwal_clean_function	start_mop	"[[""location"", 3, 5]]"
去清扫次卧	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
快扫地	narwal_clean_function	start_sweep	[]
拖客厅地	narwal_clean_function	start_mop	"[[""location"", 1, 3]]"
到生间一扫	narwal_clean_function	start_sweep	"[[""location"", 1, 4]]"
清理杂物间	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
把我附近清理一下	narwal_clean_function	come_here_clean	[]
到阳台来打扫	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
打扫一下走廊别	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
没有开始清扫	narwal_clean_function	start_clean	[]
啊打扫	narwal_clean_function	start_clean	[]
把客厅打扫一遍	narwal_clean_function	start_clean	"[[""frequency"", 5, 6], [""location"", 1, 3]]"
开始扫客厅	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
继续打扫	narwal_clean_function	continue_clean	[]
进基站	narwal_other_function	start_back_station	[]
快速建图	narwal_other_function	start_generate_map	[]
单扫	narwal_clean_function	start_sweep	[]
单独打扫	narwal_clean_function	start_clean	[]
确定重新建图	narwal_other_function	start_generate_map	[]
重新建图确定	narwal_other_function	start_generate_map	[]
单扫餐厅	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
仅清扫餐厅	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
这里清扫	narwal_clean_function	come_here_clean	[]
只扫地	narwal_clean_function	start_sweep	[]
出来阳台卫生搞一下	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
到这来清扫	narwal_clean_function	come_here_clean	[]
重新开始建图	narwal_other_function	start_generate_map	[]
帮我把主卧扫一下	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
清洁完了吗	narwal_other_function	info_clean_progress	[]
你充多少电了	narwal_other_function	info_elec_status	[]
开始打扫房间	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
晚上去打扫卫生	narwal_schedule_management	set_schedule	"[[""is_start_clean"", 3, 5], [""time"", 0, 2]]"
客厅和厨房扫地两遍	narwal_clean_function	start_sweep	"[[""frequency"", 7, 8]]"
返回充电	narwal_other_function	start_back_station	[]
你现在的电量是多少	narwal_other_function	info_elec_status	[]
你是在充电吗	narwal_other_function	info_action_status	[]
去主卧养护	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
到这来打扫	narwal_clean_function	come_here_clean	[]
开主卧扫地地	narwal_clean_function	start_sweep	"[[""location"", 1, 3]]"
请你扫拖同时	narwal_clean_function	start_sweep_and_mop	[]
拖一下餐厅	narwal_clean_function	start_mop	"[[""location"", 3, 5]]"
清理房间	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
打扫一下客厅沙发沙发坐	narwal_clean_function	start_clean	[]
到沙发边上来	narwal_clean_function	move	[]
我没得清理这个	narwal_clean_function	stop_clean	[]
启动全屋打扫	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
清洁房间	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
开始拖扫模式	narwal_clean_function	start_sweep_and_mop	[]
拖地主卧	narwal_clean_function	start_mop	"[[""location"", 2, 4]]"
回回基站	narwal_other_function	start_back_station	[]
拖扫客厅	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 4]]"
主卧不用扫了	narwal_clean_function	stop_sweep	"[[""location"", 0, 2]]"
把客厅打扫了	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
扫一下我这里	narwal_clean_function	come_here_sweep	[]
吸尘	narwal_other_function	start_collect_dust	[]
开始自清洁	narwal_clean_function	start_clean	[]
我回来了清洗一下	narwal_clean_function	start_clean	[]
来到我这里	narwal_clean_function	come_here	[]
去打扫一下门门口	narwal_clean_function	start_clean	"[[""location"", 5, 8]]"
继续建图	narwal_other_function	continue_generate_map	[]
打扫我这里	narwal_clean_function	come_here_clean	[]
结束结束当前任务返回基站	narwal_other_function	start_back_station	[]
没事回去吧	narwal_other_function	start_back_station	[]
扫地主卧	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
出来基站	narwal_other_function	start_exit_duck	[]
开启全屋清扫	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
